ID,REGFALLE,OCUPACION,EDAD,EDADIGNORA,GRUPOSEDAD,SEXO,DEPTOLEV,MPIOLEV,LUGARLEVAN,PROCEMURIO,DIAMES,HORALEVAN,DEPTOOCUHE,MPIOOCUHE,PROCEOCUHE,LUGARAGRES,FECHAAGRE,TIPOVIOCOM,TIPOARMA,TIPOVIOINT,PRACAUT
110,21522,DESCONOCIDO,30,,30-34,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,16/01/2021,2020,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,16/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
111,21887,OFICIOS DOMESTICOS,43,,40-44,F,SAN SALVADOR,APOPA,CASA PROPIA,U,14/01/2021,600,SAN SALVADOR,APOPA,U,CASA PROPIA,14/01/2018,MARAS,ARMA DE FUEGO,,NO
112,20141,DESCONOCIDO,29,,25-29,M,SAN SALVADOR,SAN SALVADOR,CALLE,R,14/01/2021,1735,SAN SALVADOR,SAN SALVADOR,R,CALLE,14/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
113,20145,COMERCIANTE,28,,25-29,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,17/01/2021,1030,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,16/01/2018,DELINCUENCIA COMUN,ASF X ESTRANGULACION,,SI
114,21890,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,TONACATEPEQUE,FINCA,R,20/01/2021,1630,SAN SALVADOR,TONACATEPEQUE,R,FINCA,15/01/2018,MARAS,CORTOCONTUNDENTE,,NO
115,21525,MOTORISTA,36,,35-39,M,SAN SALVADOR,ILOPANGO,OTRO VEHICULO,U,17/01/2021,2230,SAN SALVADOR,ILOPANGO,U,OTRO VEHICULO,17/01/2018,MARAS,ARMA DE FUEGO,,NO
116,21893,MARA SALVATRUCHA,15,,15-19,M,SAN SALVADOR,GUAZAPA,PASAJE DE COLONIA,R,20/01/2021,2140,SAN SALVADOR,GUAZAPA,R,PASAJE DE COLONIA,20/01/2018,MARAS,ARMA DE FUEGO,,NO
117,21161,MARA 18,19,,15-19,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,20/01/2021,1800,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,20/01/2018,MARAS,ARMA DE FUEGO,,NO
118,17274,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,AYUTUXTEPEQUE,TERRENO,R,24/01/2021,1240,SAN SALVADOR,AYUTUXTEPEQUE,R,TERRENO,21/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
119,21521,MARA 18,26,,25-29,M,SAN SALVADOR,SAN MARTIN,CARRETERA,U,13/01/2021,1445,SAN SALVADOR,SAN MARTIN,U,CARRETERA,13/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
120,20453,MARA 18,18,,15-19,M,SAN SALVADOR,SOYAPANGO,PASAJE DE COLONIA,U,20/01/2021,810,SAN SALVADOR,SOYAPANGO,U,PASAJE DE COLONIA,20/01/2018,MARAS,ARMA DE FUEGO,,NO
121,20452,MARA 18,16,,15-19,M,SAN SALVADOR,SOYAPANGO,PASAJE DE COLONIA,U,20/01/2021,750,SAN SALVADOR,SOYAPANGO,U,PASAJE DE COLONIA,20/01/2018,MARAS,ARMA DE FUEGO,,NO
122,20158,DESCONOCIDO,24,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,19/01/2021,1430,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,19/01/2018,MARAS,ARMA DE FUEGO,,NO
123,21886,ESTUDIANTE,12,,10-14,F,SAN SALVADOR,APOPA,CASA PROPIA,U,14/01/2021,540,SAN SALVADOR,APOPA,U,CASA PROPIA,14/01/2018,MARAS,ARMA DE FUEGO,,NO
124,21543,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,SAN SALVADOR,QUEBRADA,U,16/01/2021,1500,SAN SALVADOR,SAN SALVADOR,U,QUEBRADA,13/01/2018,DELINCUENCIA COMUN,BLANCA SIN ESPEC.,,SI
125,19183,TAXISTA,57,,55-59,M,SAN SALVADOR,MEJICANOS,OTRO NEGOCIO,U,18/01/2021,2130,SAN SALVADOR,MEJICANOS,U,OTRO NEGOCIO,18/01/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,NO
126,21063,VIGILANTE,45,,45-49,M,SAN SALVADOR,ROSARIO DE MOR,VIA PUBLICA,U,17/01/2021,1845,SAN SALVADOR,ROSARIO DE MORA,U,VIA PUBLICA,17/01/2018,MARAS,ARMA DE FUEGO,,NO
127,17271,EMPLEADO,15,,15-19,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,19/01/2021,1155,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,19/01/2018,MARAS,ARMA DE FUEGO,,NO
128,17272,DESCONOCIDO,41,,40-44,M,SAN SALVADOR,CIUDAD DELGADO,CALLE,R,21/01/2021,1955,SAN SALVADOR,CIUDAD DELGADO,R,CALLE,21/01/2018,MARAS,ARMA DE FUEGO,,NO
129,21892,DESCONOCIDO,16,,15-19,M,SAN SALVADOR,EL PAISNAL,HACIENDA,R,20/01/2021,2000,SAN SALVADOR,EL PAISNAL,R,HACIENDA,18/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
130,21891,DESCONOCIDO,17,,15-19,M,SAN SALVADOR,EL PAISNAL,HACIENDA,R,20/01/2021,1940,SAN SALVADOR,EL PAISNAL,R,HACIENDA,18/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
131,21534,MARA SALVATRUCHA,33,,30-34,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,22/01/2021,1130,LA LIBERTAD,LA LIBERTAD,U,VIA PUBLICA,22/01/2018,MARAS,ARMA DE FUEGO,,NO
132,17275,COMERCIANTE,51,,50-54,M,SAN SALVADOR,MEJICANOS,OTRO NEGOCIO,U,29/01/2021,1430,SAN SALVADOR,MEJICANOS,U,OTRO NEGOCIO,29/01/2018,MARAS,ARMA DE FUEGO,,NO
133,21900,MARA 18,22,,20-24,M,SAN SALVADOR,NEJAPA,RIO,R,27/01/2021,1630,SAN SALVADOR,NEJAPA,R,RIO,22/01/2018,MARAS,ARMA DE FUEGO,,NO
134,17539,TAXISTA,45,,45-49,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,01/07/2021,1025,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,01/07/2018,MARAS,ARMA DE FUEGO,,SI
135,17543,VENDEDOR,22,,20-24,M,SAN SALVADOR,CIUDAD DELGADO,TERRENO,R,23/01/2021,1320,SAN SALVADOR,CIUDAD DELGADO,R,TERRENO,23/01/2018,MARAS,ARMA DE FUEGO,,SI
136,19180,DESCONOCIDO,13,,10-14,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,14/01/2021,2100,SAN SALVADOR,MEJICANOS,U,PASAJE DE COLONIA,14/01/2018,MARAS,ARMA DE FUEGO,,NO
137,21062,DESCONOCIDO,30,,30-34,M,SAN SALVADOR,SAN MARCOS,CARRETERA,U,17/01/2021,2300,SAN SALVADOR,SAN MARCOS,U,CARRETERA,17/01/2018,MARAS,ASF X ESTRANGULACION,,SI
138,20140,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,SAN SALVADOR,BAR,U,24/01/2021,315,SAN SALVADOR,SAN SALVADOR,U,BAR,24/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
139,19182,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,27/01/2021,2225,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,27/01/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,NO
140,21540,ALBA¥IL,21,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,27/01/2021,1750,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,27/01/2018,MARAS,ARMA DE FUEGO,,NO
141,20146,DESCONOCIDO,24,,20-24,M,SAN SALVADOR,SAN SALVADOR,SEDE DEL I.M.L.,U,29/01/2021,1855,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,29/01/2018,NO SE SABE,ARMA DE FUEGO,,NO
142,20160,DESCONOCIDO,35,,35-39,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,29/01/2021,2050,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,23/01/2018,NO SE SABE,OBJETO CONTUNDENTE,,NO
143,21899,EMPLEADO,19,,15-19,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,27/01/2021,1155,SAN SALVADOR,APOPA,U,CALLE,25/01/2018,MARAS,ARMA DE FUEGO,,NO
144,21066,COBRADOR DE BUS,32,,30-34,M,SAN SALVADOR,SANTIAGO TEXAC,AUTOBUS,U,28/01/2021,1750,LA PAZ,S. FCO. CHINAMECA,R,AUTOBUS,28/01/2018,MARAS,ARMA DE FUEGO,,NO
145,17273,MARA SALVATRUCHA,27,,25-29,M,SAN SALVADOR,MEJICANOS,CASA PROPIA,U,23/01/2021,1840,SAN SALVADOR,MEJICANOS,U,CASA PROPIA,23/01/2018,MARAS,ARMA DE FUEGO,,NO
146,21897,MARA 18,20,,20-24,M,SAN SALVADOR,APOPA,RIO,R,25/01/2021,1615,SAN SALVADOR,APOPA,R,RIO,22/01/2018,MARAS,ARMA DE FUEGO,,SI
147,20128,MARA 18,26,,25-29,M,SAN SALVADOR,SAN SALVADOR,TIENDA,U,01/10/2021,1750,SAN SALVADOR,SAN SALVADOR,U,TIENDA,01/10/2018,MARAS,ARMA DE FUEGO,,SI
148,20459,EMPLEADO,43,,40-44,M,SAN SALVADOR,SAN MARTIN,OTRO VEHICULO,U,31/01/2021,1600,SAN SALVADOR,SAN MARTIN,U,OTRO VEHICULO,31/01/2018,MARAS,ARMA DE FUEGO,,SI
149,20460,EMPLEADO,50,,50-54,M,SAN SALVADOR,SAN MARTIN,OTRO VEHICULO,U,31/01/2021,1630,SAN SALVADOR,SAN MARTIN,U,OTRO VEHICULO,31/01/2018,MARAS,ARMA DE FUEGO,,NO
150,20455,DESCONOCIDO,29,,25-29,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,26/01/2021,2330,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,26/01/2018,MARAS,ARMA DE FUEGO,,NO
151,Z0572,DESCONOCIDO,38,,35-39,M,SAN SALVADOR,SAN SALVADOR,RIO,U,26/01/2021,1140,SAN SALVADOR,SAN SALVADOR,U,RIO,26/01/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
152,18742,MARA SALVATRUCHA,19,,15-19,M,SAN VICENTE,SAN SEBASTIAN,TERRENO,R,01/08/2021,115,SAN VICENTE,SAN SEBASTIAN,R,TERRENO,01/07/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
153,21894,DESCONOCIDO,30,,30-34,M,SAN SALVADOR,TONACATEPEQUE,CARRETERA,R,21/01/2021,1050,SAN SALVADOR,TONACATEPEQUE,R,CARRETERA,20/01/2018,MARAS,ARMA DE FUEGO,,NO
154,21065,EMPLEADO,30,,30-34,M,SAN SALVADOR,PANCHIMALCO,OTRO VEHICULO,R,26/01/2021,1030,SAN SALVADOR,PANCHIMALCO,R,OTRO VEHICULO,26/01/2018,MARAS,ARMA DE FUEGO,,NO
155,20451,COBRADOR,31,,30-34,M,SAN SALVADOR,ILOPANGO,HOSP.NAC.SAN.BARTOLO,U,17/01/2021,2325,SAN SALVADOR,ILOPANGO,U,OTRO VEHICULO,17/01/2018,MARAS,ARMA DE FUEGO,,NO
156,21896,MOTORISTA,47,,45-49,M,SAN SALVADOR,AGUILARES,VIA PUBLICA,U,23/01/2021,2110,SAN SALVADOR,AGUILARES,U,VIA PUBLICA,23/01/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,NO
157,21898,MARA SALVATRUCHA,24,,20-24,M,SAN SALVADOR,TONACATEPEQUE,TERRENO,R,26/01/2021,1325,SAN SALVADOR,TONACATEPEQUE,R,TERRENO,26/01/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,NO
158,20326,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,TONACATEPEQUE,CALLE,R,31/01/2021,1040,SAN SALVADOR,TONACATEPEQUE,R,CALLE,31/01/2018,VENGANZA,ARMA DE FUEGO,,SI
159,20161,MECANICO,22,,20-24,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,31/01/2021,1435,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,31/01/2018,MARAS,ARMA DE FUEGO,,SI
160,20454,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,26/01/2021,1845,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,26/01/2018,MARAS,ARMA DE FUEGO,,NO
161,21058,DESCONOCIDO,16,,15-19,M,SAN SALVADOR,SANTO TOMAS,PASAJE DE COLONIA,R,14/01/2021,1230,SAN SALVADOR,SANTO TOMAS,R,PASAJE DE COLONIA,,NO SE SABE,ARMA DE FUEGO,,SI
162,21881,MARA 18,27,,25-29,M,SAN SALVADOR,APOPA,CALLE,R,01/07/2021,1225,SAN SALVADOR,APOPA,R,CALLE,01/07/2018,MARAS,ARMA DE FUEGO,,SI
163,18615,MARA 18,35,,35-39,M,SAN SALVADOR,MEJICANOS,CASA CONOCIDA,U,01/04/2021,2105,SAN SALVADOR,MEJICANOS,U,CASA CONOCIDA,01/04/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
164,20456,MARA 18,39,,35-39,M,SAN SALVADOR,SAN MARTIN,PASAJE DE COLONIA,U,27/01/2021,50,SAN SALVADOR,SAN MARTIN,U,PASAJE DE COLONIA,26/01/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,NO
165,20457,MARA 18,15,,15-19,M,SAN SALVADOR,SAN MARTIN,PASAJE DE COLONIA,U,27/01/2021,140,SAN SALVADOR,SAN MARTIN,U,PASAJE DE COLONIA,26/01/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,NO
166,Z0571,DESCONOCIDO,19,,15-19,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,28/01/2021,1210,SAN SALVADOR,SOYAPANGO,U,PASAJE DE COLONIA,17/11/2017,NO SE SABE,OBJETO CONTUNDENTE,,SI
167,21326,MARA SALVATRUCHA,44,,40-44,M,SAN VICENTE,SAN ILDEFONSO,TERRENO,R,24/01/2021,1130,SAN VICENTE,SAN ILDEFONSO,R,TERRENO,22/01/2018,MARAS,CORTOCONTUNDENTE,,SI
168,21594,AGRICULTOR,49,,45-49,M,SANTA ANA,CHALCHUAPA,PARQUEO,U,27/01/2021,1420,AHUACHAPAN,TURIN,R,FINCA,27/01/2018,MARAS,ARMA DE FUEGO,,SI
169,16511,EMPLEADO,25,,25-29,M,SONSONATE,ARMENIA,VIA PUBLICA,R,20/01/2021,1230,SONSONATE,ARMENIA,R,VIA PUBLICA,20/01/2018,MARAS,ARMA DE FUEGO,,SI
170,16507,COMERCIANTE,57,,55-59,F,SONSONATE,IZALCO,TIENDA,R,17/01/2021,1045,SONSONATE,IZALCO,R,TIENDA,17/01/2018,MARAS,ARMA DE FUEGO,,SI
171,16508,DESCONOCIDO,19,,15-19,M,SONSONATE,NAHULINGO,HACIENDA,R,17/01/2021,1020,SONSONATE,NAHULINGO,R,HACIENDA,17/01/2018,MARAS,ARMA DE FUEGO,,SI
172,16299,MARA 18,25,,25-29,M,SONSONATE,ACAJUTLA,TERRENO,R,01/10/2021,1540,SONSONATE,IZALCO,R,TERRENO,01/10/2018,NO SE SABE,ARMA DE FUEGO,,SI
173,16300,MARA 18,18,,15-19,M,SONSONATE,IZALCO,TERRENO,R,01/11/2021,110,SONSONATE,IZALCO,R,TERRENO,17/01/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
174,16501,MARA 18,22,,20-24,M,SONSONATE,IZALCO,TERRENO,R,01/11/2021,135,SONSONATE,IZALCO,R,TERRENO,01/10/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
175,16294,MARA 18,25,,25-29,M,SONSONATE,IZALCO,FINCA,R,01/07/2021,1350,SONSONATE,IZALCO,R,FINCA,01/04/2018,MARAS,CORTOCONTUNDENTE,,SI
176,16293,MARA SALVATRUCHA,15,,15-19,M,SONSONATE,SAN JULIAN,CANCHA DE FUTBOL,R,01/04/2021,2330,SONSONATE,SAN JULIAN,R,CANCHA DE FUTBOL,01/04/2018,MARAS,ARMA DE FUEGO,,SI
177,16292,MARA SALVATRUCHA,26,,25-29,M,SONSONATE,SAN JULIAN,CANCHA DE FUTBOL,R,01/04/2021,2310,SONSONATE,SAN JULIAN,R,CANCHA DE FUTBOL,01/04/2018,MARAS,ARMA DE FUEGO,,SI
178,16291,DESCONOCIDO,29,,25-29,M,SONSONATE,NAHUIZALCO,FINCA,R,01/02/2021,1900,SONSONATE,NAHUIZALCO,R,FINCA,01/02/2018,MARAS,ARMA DE FUEGO,,SI
179,16519,EMPLEADO,39,,35-39,M,SONSONATE,SAN JULIAN,U DE S MSPAS,R,31/01/2021,2315,SONSONATE,SAN JULIAN,R,OTRO NEGOCIO,31/01/2018,MARAS,ARMA DE FUEGO,,SI
180,16518,MARA SALVATRUCHA,17,,15-19,M,SONSONATE,SAN JULIAN,TERRENO,R,31/01/2021,1730,SONSONATE,SAN JULIAN,R,TERRENO,31/01/2018,MARAS,ARMA DE FUEGO,,SI
181,16517,DESCONOCIDO,18,,15-19,F,SONSONATE,ARMENIA,TERRENO,R,01/03/2021,1300,SONSONATE,ARMENIA,R,TERRENO,01/03/2018,MARAS,NO DATOS,,SI
182,16516,MOLINERO,60,,60-64,M,SONSONATE,CALUCO,CASA PROPIA,R,31/01/2021,500,SONSONATE,CALUCO,R,CASA PROPIA,31/01/2018,MARAS,ARMA DE FUEGO,,SI
183,18743,MARA SALVATRUCHA,24,,20-24,M,SAN VICENTE,SAN ILDEFONSO,TERRENO,R,31/01/2021,1020,SAN VICENTE,SAN ILDEFONSO,R,TERRENO,31/01/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
184,16504,VIGILANTE,25,,25-29,M,SONSONATE,JUAYUA,CASA PROPIA,R,16/01/2021,30,SONSONATE,JUAYUA,R,CASA PROPIA,15/01/2018,MARAS,ARMA DE FUEGO,,SI
185,16505,OFICIOS DOMESTICOS,55,,55-59,F,SONSONATE,SONSONATE,PARQUEO,U,16/01/2021,1430,SONSONATE,JUAYUA,R,CASA PROPIA,15/01/2018,MARAS,ARMA DE FUEGO,,SI
186,16506,INGENIERO,59,,55-59,M,SONSONATE,IZALCO,HACIENDA,R,16/01/2021,1600,SONSONATE,IZALCO,R,HACIENDA,16/01/2018,MARAS,ARMA DE FUEGO,,SI
187,16509,MARA SALVATRUCHA,29,,25-29,M,SONSONATE,ACAJUTLA,VIA PUBLICA,U,18/01/2021,2230,SONSONATE,SONSONATE,U,VIA PUBLICA,18/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
188,16510,MARA SALVATRUCHA,22,,20-24,M,SONSONATE,JUAYUA,CASA PROPIA,R,19/01/2021,130,SONSONATE,JUAYUA,R,CASA PROPIA,18/01/2018,MARAS,ARMA DE FUEGO,,SI
189,16512,JORNALERO,41,,40-44,M,SONSONATE,ARMENIA,VIA PUBLICA,U,21/01/2021,800,SONSONATE,ARMENIA,U,VIA PUBLICA,21/01/2018,DELINCUENCIA COMUN,OBJETO CONTUNDENTE,,SI
190,16502,MARA 18,29,,25-29,F,SONSONATE,IZALCO,CALLE,R,01/11/2021,2230,SONSONATE,IZALCO,R,CALLE,01/11/2018,MARAS,ARMA DE FUEGO,,SI
191,16298,MARA 18,16,,15-19,M,SONSONATE,IZALCO,TERRENO,R,01/09/2021,850,SONSONATE,IZALCO,R,TERRENO,01/09/2018,MARAS,ARMA DE FUEGO,,SI
192,16297,JORNALERO,80,,65 A +,M,SONSONATE,IZALCO,VIA PUBLICA,U,01/08/2021,145,SONSONATE,IZALCO,U,VIA PUBLICA,01/07/2018,RI¥AS,CORTOCONTUNDENTE,,SI
193,16295,MARA 18,17,,15-19,M,SONSONATE,ARMENIA,TERRENO,R,01/07/2021,2310,SONSONATE,ARMENIA,R,TERRENO,01/07/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
194,16296,MARA 18,17,,15-19,M,SONSONATE,ARMENIA,TERRENO,R,01/07/2021,2230,SONSONATE,ARMENIA,R,TERRENO,01/07/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
195,16503,MARA 18,36,,35-39,M,SONSONATE,ARMENIA,VIA PUBLICA,R,13/01/2021,1030,SONSONATE,ARMENIA,R,VIA PUBLICA,18/01/2018,MARAS,ARMA DE FUEGO,,SI
196,16515,MARA SALVATRUCHA,22,,20-24,M,SONSONATE,SAN JULIAN,VIA PUBLICA,R,28/01/2021,1100,SONSONATE,SAN JULIAN,R,VIA PUBLICA,28/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
197,16514,COMERCIANTE,38,,35-39,M,SONSONATE,ARMENIA,PUPUSERIA,U,27/01/2021,2300,SONSONATE,ARMENIA,U,PUPUSERIA,27/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
198,16513,AGENTE DEL C.A.M.,26,,25-29,M,SONSONATE,SONSONATE,CALLE,R,24/01/2021,625,SONSONATE,SONSONATE,R,CALLE,24/01/2018,RI¥AS,ARMA DE FUEGO,,SI
199,21294,JORNALERO,61,,60-64,M,MORAZAN,GUATAJIAGUA,CALLE,U,01/11/2021,1200,MORAZAN,GUATAJIAGUA,U,CALLE,01/11/2018,MARAS,ARMA DE FUEGO,,SI
200,21298,MARA 18,34,,30-34,M,MORAZAN,SAN FRANCISCO,CTRO PENAL,U,01/04/2021,1740,MORAZAN,SAN FRANCISCO GOTERA,U,CTRO PENAL,01/04/2018,MARAS,CORTOPUNZANTE,,SI
201,21297,MARA 18,20,,20-24,M,MORAZAN,SAN FRANCISCO,CTRO PENAL,U,01/04/2021,1720,MORAZAN,SAN FRANCISCO GOTERA,U,CTRO PENAL,01/04/2018,MARAS,CORTOPUNZANTE,,SI
202,19344,DESCONOCIDO,20,,20-24,M,LA UNION,LA UNION,CASA CONOCIDA,R,01/11/2021,1125,LA UNION,LA UNION,R,CASA CONOCIDA,01/11/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
203,1414,MARA SALVATRUCHA,20,,20-24,M,SAN MIGUEL,SAN MIGUEL,CALLE,R,14/01/2021,15,SAN MIGUEL,SAN MIGUEL,R,CALLE,13/01/2018,MARAS,ARMA DE FUEGO,,SI
204,20402,MARA SALVATRUCHA,28,,25-29,F,SAN MIGUEL,CHIRILAGUA,CASA CONOCIDA,R,17/01/2021,310,SAN MIGUEL,CHIRILAGUA,R,CASA CONOCIDA,16/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
205,21669,MARA SALVATRUCHA,25,,25-29,M,SAN MIGUEL,CHIRILAGUA,CALLE,R,17/01/2021,1030,SAN MIGUEL,CHIRILAGUA,R,CALLE,17/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
206,19349,DESCONOCIDO,48,,45-49,M,LA UNION,PASAQUINA,TERRENO,R,01/03/2021,1140,LA UNION,PASAQUINA,R,TERRENO,01/02/2018,VENGANZA,ARMA DE FUEGO,,SI
207,21668,MARA SALVATRUCHA,14,,10-14,M,SAN MIGUEL,CHINAMECA,TERRENO,R,01/02/2021,5,SAN MIGUEL,CHINAMECA,R,TERRENO,30/12/2017,MARAS,ARMA DE FUEGO,,SI
208,20411,JORNALERO,26,,25-29,M,SAN MIGUEL,SAN MIGUEL,HACIENDA,R,21/01/2021,1200,SAN MIGUEL,SAN MIGUEL,R,TERRENO,20/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
209,21306,DESCONOCIDO,23,,20-24,M,MORAZAN,YAMABAL,CASA PROPIA,R,21/01/2021,2400,MORAZAN,YAMABAL,R,CASA PROPIA,21/01/2018,MARAS,ARMA DE FUEGO,,SI
210,21303,MARA SALVATRUCHA,23,,20-24,M,MORAZAN,CHILANGA,CASA CONOCIDA,R,21/01/2021,1340,MORAZAN,CHILANGA,R,CASA CONOCIDA,20/01/2018,MARAS,ARMA DE FUEGO,,SI
211,21301,MARA SALVATRUCHA,35,,35-39,M,MORAZAN,OSICALA,CALLE,U,21/01/2021,415,MORAZAN,OSICALA,U,CALLE,21/01/2018,POR CONOCIDO,OBJETO CONTUNDENTE,,SI
212,21659,JORNALERO,70,,65 A +,M,SAN MIGUEL,SAN ANTONIO,CALLE,R,01/02/2021,1820,SAN MIGUEL,SAN ANTONIO,R,CALLE,01/02/2018,MARAS,ARMA DE FUEGO,,SI
213,21655,AGRICULTOR,77,,65 A +,M,SAN MIGUEL,CHAPELTIQUE,CALLE,R,01/08/2021,1000,SAN MIGUEL,CHAPELTIQUE,R,CALLE,01/08/2018,MARAS,ARMA DE FUEGO,,SI
214,21661,MARA SALVATRUCHA,26,,25-29,M,SAN MIGUEL,MONCAGUA,CALLE,R,01/11/2021,1030,SAN MIGUEL,MONCAGUA,R,CALLE,01/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
215,21662,MARA SALVATRUCHA,16,,15-19,M,SAN MIGUEL,MONCAGUA,CALLE,R,01/11/2021,1019,SAN MIGUEL,MONCAGUA,R,CALLE,01/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
216,21660,DESCONOCIDO,23,,20-24,M,SAN MIGUEL,SAN MIGUEL,CALLE,U,01/03/2021,100,SAN MIGUEL,SAN MIGUEL,U,CALLE,01/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
217,19338,MARA SALVATRUCHA,13,,10-14,M,LA UNION,YUCUAIQUIN,CALLE,R,01/11/2021,35,LA UNION,YUCUAIQUIN,R,CALLE,01/10/2018,MARAS,ARMA DE FUEGO,,SI
218,1413,EMPLEADO,46,,45-49,M,SAN MIGUEL,SAN MIGUEL,CASA CONOCIDA,U,13/01/2021,2100,SAN MIGUEL,SAN MIGUEL,U,CASA CONOCIDA,13/01/2018,NO SE SABE,CORTOPUNZANTE,,SI
219,21296,JORNALERO,26,,25-29,M,MORAZAN,CHILANGA,CASA CONOCIDA,R,17/01/2021,740,MORAZAN,CHILANGA,R,CASA CONOCIDA,16/01/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
220,21295,AGRICULTOR,46,,45-49,M,MORAZAN,CHILANGA,CASA CONOCIDA,R,17/01/2021,720,MORAZAN,CHILANGA,R,CASA CONOCIDA,16/01/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
221,21673,MARA SALVATRUCHA,23,,20-24,M,SAN MIGUEL,CHIRILAGUA,CASA CONOCIDA,R,17/01/2021,300,SAN MIGUEL,CHIRILAGUA,R,CASA CONOCIDA,16/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
222,19346,MECANICO,27,,25-29,M,LA UNION,SANTA ROSA DE,OTRO HOSP NACIONAL,U,20/01/2021,2155,LA UNION,CONCEPCION DE OTE,R,VIA PUBLICA,20/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
223,21663,JORNALERO,36,,35-39,M,SAN MIGUEL,MONCAGUA,TERRENO,R,20/01/2021,1125,SAN MIGUEL,MONCAGUA,R,TERRENO,19/01/2018,MARAS,ARMA DE FUEGO,,SI
224,21307,DESCONOCIDO,22,,20-24,F,MORAZAN,YAMABAL,CASA PROPIA,R,21/01/2021,2345,MORAZAN,YAMABAL,R,CASA PROPIA,21/01/2018,MARAS,ARMA DE FUEGO,,SI
